cidade,area,quartos,banheiros,vagas,andar,animal,mobiliado,condominio,aluguel,iptu,total
Sao Paulo,136,3,3,3,15,1,1,1450,7900,490,9941
Belo Horizonte,45,2,1,1,5,0,0,227,750,28,1015
Sao Paulo,206,3,3,4,25,1,0,1800,12500,758,15220
Sao Paulo,229,4,2,3,2,1,1,1100,5500,409,7079
Campinas,70,1,2,1,2,0,0,450,1000,35,1498
Sao Paulo,130,3,2,0,18,1,1,1386,4500,574,6518
Campinas,87,2,1,0,10,1,0,415,1100,82,1611
Sao Paulo,200,4,5,3,7,0,0,2750,6000,250,9077
Rio de Janeiro,50,1,1,1,2,1,0,170,1320,0,1508
Sao Paulo,120,3,2,1,0,1,0,0,3000,495,3541
Sao Paulo,40,1,1,0,1,0,0,600,1300,111,2028
Sao Paulo,54,2,1,1,0,1,0,600,1800,129,2552
Sao Paulo,48,2,1,0,2,1,0,100,1350,0,1468
Sao Paulo,149,3,4,3,7,1,1,1300,6000,550,7927
Sao Paulo,45,2,1,1,14,1,0,270,1500,82,1872
Sao Paulo,76,2,2,2,4,0,0,850,2650,130,3664
Sao Paulo,60,2,1,0,3,1,0,487,1850,0,2361
Sao Paulo,118,3,3,2,5,0,0,1800,9000,352,11270
Sao Paulo,200,2,3,1,2,0,1,2300,13000,625,16090
Sao Paulo,200,2,2,1,0,1,0,0,5000,0,5076
Sao Paulo,138,3,4,2,18,1,1,1500,10000,527,12150
Sao Paulo,53,2,1,1,8,1,1,950,1200,0,2166
Porto Alegre,61,1,1,1,13,1,1,1237,3800,104,5197
Sao Paulo,135,3,3,2,7,0,1,1855,2800,641,5332
Sao Paulo,50,1,1,0,0,0,0,0,750,25,787
Sao Paulo,34,1,1,1,9,0,0,1200,1300,100,2617
Sao Paulo,218,3,3,3,17,0,0,2300,4000,775,7126
Sao Paulo,400,3,5,4,20,1,1,3500,10000,1250,14880
Belo Horizonte,25,1,1,1,1,0,0,0,550,84,642
Porto Alegre,360,5,3,3,0,1,0,0,3500,0,3563
Sao Paulo,72,2,1,1,9,1,0,990,2630,378,4032
Sao Paulo,45,2,1,1,17,1,0,300,1600,34,1955
Belo Horizonte,340,3,5,5,0,1,0,0,4600,211,4887
Sao Paulo,130,3,3,2,0,1,0,0,3100,130,3277
Sao Paulo,72,3,2,2,15,1,0,616,3000,245,3900
Sao Paulo,50,1,1,0,0,0,0,0,900,0,914
Sao Paulo,100,2,2,0,8,0,1,1100,4999,50,6213
Sao Paulo,270,3,2,4,21,1,0,3200,13000,1250,17620
Belo Horizonte,60,2,1,1,3,1,0,122,1325,0,1465
Belo Horizonte,46335,4,8,5,11,1,1,960,8500,646,10220
Belo Horizonte,700,3,3,8,0,1,0,0,10000,807,10970
Sao Paulo,550,4,5,0,1,1,0,2700,8800,0,11610
Belo Horizonte,21,1,1,1,2,0,0,1000,980,0,1994
Sao Paulo,55,1,2,1,17,1,0,777,3800,100,4726
Sao Paulo,40,1,2,1,28,0,1,1935,4200,318,6507
Belo Horizonte,50,1,1,1,12,0,1,571,1500,100,2191
Sao Paulo,52,1,1,1,15,1,1,650,3950,290,4941
Sao Paulo,46,2,1,1,6,1,0,280,1434,9,1742
Belo Horizonte,20,1,1,1,0,1,1,0,1100,0,1115
Sao Paulo,50,1,1,0,0,1,0,0,1050,59,1125
Rio de Janeiro,49,1,2,1,10,1,0,761,2400,133,3325
Porto Alegre,440,3,2,3,6,0,0,100,10500,84,10840
Porto Alegre,59,2,1,1,2,1,0,382,900,62,1358
Belo Horizonte,150,4,1,3,1,1,0,0,2300,0,2338
Sao Paulo,100,3,2,0,7,1,0,750,2020,132,2928
Sao Paulo,72,2,2,1,4,1,0,880,2100,27,3034
Sao Paulo,500,7,7,8,0,0,1,0,9000,1667,10800
Sao Paulo,264,3,5,0,0,1,0,0,6000,488,6579
Sao Paulo,76,2,2,2,14,1,0,909,5500,299,6778
Sao Paulo,16,1,1,0,1,0,0,0,870,0,882
Sao Paulo,198,3,2,2,8,1,0,1400,3250,334,5026
Sao Paulo,190,3,2,1,3,1,0,1600,4000,100,5751
Sao Paulo,210,4,4,4,4,0,0,2857,11500,1480,15980
Campinas,233,3,1,1,0,1,0,0,2700,239,2980
Sao Paulo,180,3,2,2,0,1,0,0,11000,150,11320
Belo Horizonte,1020,5,4,6,0,1,1,0,6520,654,7281
Sao Paulo,320,3,3,2,0,1,0,0,7200,600,7909
Sao Paulo,116,3,2,2,5,1,0,1884,3800,518,6251
Sao Paulo,128,2,1,1,9,1,1,1200,8500,9,9817
Campinas,42,2,1,1,4,1,0,191,1020,0,1224
Sao Paulo,70,2,1,1,6,1,0,660,3800,45,4554
Sao Paulo,320,3,4,4,7,1,1,3440,15000,1659,20290
Campinas,77,2,2,1,9,1,0,725,1200,71,2012
Sao Paulo,208,3,3,3,4,1,1,2490,15000,1200,18880
Sao Paulo,115,3,3,3,0,1,0,0,2400,71,2508
Porto Alegre,60,2,1,1,1,1,1,400,1300,25,1744
Porto Alegre,50,1,1,0,1,1,0,200,1045,30,1291
Sao Paulo,108,2,4,2,7,1,0,1289,4500,522,6369
Sao Paulo,64,2,2,1,7,0,0,1182,6950,276,8497
Sao Paulo,178,3,2,1,0,1,1,0,3500,130,3683
Porto Alegre,53,1,1,0,2,1,1,240,1480,42,1784
Rio de Janeiro,118,3,2,0,2,1,0,1334,1560,210,3125
Campinas,65,2,1,1,3,1,0,420,1250,53,1739
Rio de Janeiro,180,3,3,2,6,1,0,2000,7000,475,9566
Campinas,348,3,3,3,0,1,0,0,4850,400,5323
Sao Paulo,150,3,3,1,3,0,0,2229,4500,484,7271
Porto Alegre,45,1,1,0,6,1,0,350,650,28,1038
Sao Paulo,37,1,1,1,3,0,1,485,3300,13,3840
Sao Paulo,540,4,4,6,0,1,0,0,5220,1542,6841
Belo Horizonte,521,5,2,3,0,1,0,0,10000,743,10910
Campinas,147,4,3,3,8,1,0,1600,4800,284,6745
Rio de Janeiro,130,3,2,1,8,1,0,1889,2610,450,4983
Sao Paulo,190,3,2,1,0,1,0,0,3700,0,3756
Rio de Janeiro,28,1,1,0,16,1,0,1100,730,99,1939
Sao Paulo,160,3,3,3,0,0,0,1509,5850,528,7975
Rio de Janeiro,310,3,2,0,5,1,0,2500,5200,595,8363
Sao Paulo,530,4,5,6,0,0,0,0,13000,0,13200
Sao Paulo,59,2,1,1,9,1,1,801,1200,0,2017
Sao Paulo,800,5,4,8,0,1,0,0,14200,2250,16660
Sao Paulo,77,2,1,0,3,1,0,590,2050,7,2673
Sao Paulo,160,3,2,1,6,1,0,1500,4300,500,6355
Sao Paulo,47,1,1,1,15,1,0,530,1800,0,2353
Belo Horizonte,52,2,1,1,1,1,0,160,1000,0,1174
Sao Paulo,60,1,2,1,2,1,0,1155,4000,112,5318
Rio de Janeiro,120,3,3,2,9,1,0,750,3000,500,4289
Belo Horizonte,55,2,1,0,2,0,0,0,850,50,912
Campinas,110,3,3,2,0,1,0,560,3200,88,3897
Porto Alegre,145,3,4,0,2,1,1,250,2950,75,3319
Sao Paulo,88,2,4,2,8,1,0,840,2300,379,3549
Sao Paulo,49,2,1,1,11,1,0,350,2000,3,2379
Sao Paulo,26,1,1,0,4,1,1,550,3500,80,4175
Sao Paulo,36,1,1,0,6,1,0,300,1600,60,1981
Sao Paulo,150,3,2,5,0,1,0,0,2100,260,2392
Sao Paulo,77,1,1,1,8,0,0,0,5700,0,5773
Campinas,60,1,1,2,0,1,0,0,1610,50,1685
Rio de Janeiro,58,2,2,1,1,1,0,761,1190,105,2072
Sao Paulo,145,4,4,3,14,1,0,1663,4500,584,6805
Sao Paulo,408,4,6,3,20,1,0,2800,15000,1667,19660
Sao Paulo,50,1,1,0,0,1,0,0,800,18,831
Sao Paulo,85,3,2,2,12,1,0,900,3300,116,4358
Belo Horizonte,210,3,3,3,1,1,0,400,4200,242,4898
Belo Horizonte,100,3,1,2,3,1,0,200,1646,73,1941
Porto Alegre,68,2,1,1,6,0,1,480,1900,78,2486
Campinas,42,1,1,1,16,0,0,472,2000,75,2573
Campinas,87,3,1,0,15,1,0,725,1300,105,2147
Sao Paulo,40,1,1,0,1,1,0,240,950,84,1287
Sao Paulo,50,2,1,1,4,1,0,540,1850,133,2547
Porto Alegre,85,2,2,0,7,1,1,660,2520,113,3330
Porto Alegre,55,1,1,1,3,1,1,550,1910,110,2598
Sao Paulo,127,2,2,2,5,1,0,1550,5500,361,7481
Sao Paulo,172,3,5,3,0,1,0,0,5800,607,6495
Porto Alegre,75,2,1,2,2,1,0,380,1200,55,1653
Sao Paulo,50,1,1,1,6,0,0,500,3000,123,3662
Campinas,120,4,2,5,0,1,0,0,4200,0,4264
Sao Paulo,95,3,2,2,15,1,0,720,3490,167,4422
Belo Horizonte,300,5,3,6,0,1,0,0,5200,334,5620
Rio de Janeiro,44,1,1,0,1,1,1,360,1600,0,1981
Porto Alegre,563,3,6,4,12,1,0,5200,15000,1250,21670
Rio de Janeiro,65,2,2,0,2,0,0,150,1700,84,1956
Rio de Janeiro,170,2,2,1,9,1,0,884,2940,80,3942
Belo Horizonte,22,1,1,1,1,0,1,0,1500,0,1520
Belo Horizonte,410,4,4,4,0,1,1,0,4900,466,5447
Rio de Janeiro,60,2,1,1,2,1,0,561,1400,41,2021
Sao Paulo,47,1,1,0,7,1,0,890,2700,178,3803
Sao Paulo,72,2,2,0,10,1,0,820,1500,70,2410
Belo Horizonte,157,4,3,3,3,1,1,1717,9000,108,10950
Sao Paulo,280,3,4,2,0,1,0,0,7000,584,7690
Rio de Janeiro,68,3,2,1,14,1,0,830,1050,82,1976
Campinas,56,1,1,0,3,0,0,428,560,17,1014
Sao Paulo,140,2,4,1,11,1,0,2200,8900,300,11510
Campinas,50,2,1,0,2,0,0,386,830,55,1282
Campinas,40,2,1,1,3,1,0,320,1200,70,1606
Sao Paulo,260,3,4,4,4,1,1,5000,12000,0,17150
Sao Paulo,700,6,8,8,0,1,1,0,14000,1020,15230
Sao Paulo,130,2,1,0,0,1,1,0,1900,292,2221
Sao Paulo,215,3,2,0,4,0,0,1054,4000,229,5334
Rio de Janeiro,300,4,3,2,1,1,0,2500,4500,796,7854
Sao Paulo,250,4,5,4,1,1,0,4200,12000,1667,18020
Rio de Janeiro,80,2,2,1,7,1,1,1180,5435,207,6893
Porto Alegre,54,2,1,0,13,1,1,460,1200,41,1719
Campinas,57,1,2,1,12,0,0,660,650,0,1319
Sao Paulo,130,3,2,1,9,0,0,1500,4500,0,6058
Sao Paulo,48,1,1,2,15,0,1,2121,6800,400,9408
Porto Alegre,318,4,3,0,0,1,0,0,19000,384,19720
Sao Paulo,77,1,2,1,29,1,1,750,7740,209,8798
Sao Paulo,42,1,1,1,14,1,1,1202,2650,243,4129
Rio de Janeiro,74,3,1,0,0,1,0,0,1600,40,1665
Sao Paulo,452,4,6,4,13,1,0,3033,9980,2500,15640
Porto Alegre,41,1,2,1,6,1,0,400,2400,67,2903
Sao Paulo,90,2,2,2,1,1,0,1200,1917,275,3417
Rio de Janeiro,145,1,3,1,5,0,1,1200,8000,537,9841
Sao Paulo,70,1,2,0,2,1,0,450,2035,111,2622
Sao Paulo,180,3,4,5,0,1,0,0,3300,266,3616
Sao Paulo,68,2,1,0,12,1,0,470,1300,50,1837
Sao Paulo,300,4,4,3,0,1,0,0,10000,767,10920
Sao Paulo,270,3,3,1,0,1,1,0,6500,23,6621
Sao Paulo,63,1,1,1,3,1,0,298,650,0,957
Sao Paulo,140,2,3,1,3,1,1,1306,5000,250,6620
Sao Paulo,220,5,4,3,0,0,0,0,8000,425,8546
Sao Paulo,90,3,2,2,5,1,0,1478,2500,355,4365
Sao Paulo,62,2,2,1,2,0,1,733,3200,129,4103
Sao Paulo,55,1,1,0,1,0,0,140,770,0,920
Belo Horizonte,170,3,2,3,0,1,0,0,4000,180,4246
Belo Horizonte,75,3,2,1,1,1,0,290,1100,90,1495
Sao Paulo,150,3,4,3,10,1,0,1700,2490,375,4597
Porto Alegre,270,4,4,2,0,1,0,0,7000,200,7325
Porto Alegre,55,2,1,0,1,0,0,185,1500,27,1734
Rio de Janeiro,38,1,1,0,4,0,0,457,1050,0,1521
Porto Alegre,87,2,2,1,2,1,0,580,1970,117,2696
Belo Horizonte,26,1,1,1,1,1,0,60,750,67,887
Belo Horizonte,384,5,4,6,0,0,0,0,5000,435,5517
Belo Horizonte,62,2,1,1,2,1,0,100,1050,84,1248
Sao Paulo,70,2,1,1,6,1,0,900,1750,50,2723
Porto Alegre,48,1,1,1,8,1,1,1580,1288,0,2887
Sao Paulo,396,4,4,4,0,1,0,0,10000,750,10900
Rio de Janeiro,480,3,4,1,3,1,0,5200,7000,1201,13490
Belo Horizonte,230,4,4,3,3,1,0,1700,6300,431,8515
Rio de Janeiro,60,1,1,0,5,1,0,650,2210,84,2973
Rio de Janeiro,80,2,2,2,2,1,0,1088,1900,420,3433
Rio de Janeiro,150,4,3,3,5,1,0,1609,7500,525,9731
Belo Horizonte,85,3,1,0,2,0,0,150,1100,150,1415
Sao Paulo,25,1,1,0,14,1,0,304,2200,60,2592
Porto Alegre,105,3,3,0,3,1,0,840,2125,111,3108
Sao Paulo,144,4,2,2,6,1,0,1820,4800,667,7348
Belo Horizonte,80,3,2,2,301,1,0,750,2600,164,3549
Sao Paulo,100,1,1,0,0,1,0,0,1530,84,1637
Belo Horizonte,649,5,5,6,0,1,1,0,15000,1065,16310
Porto Alegre,55,2,1,1,2,1,0,300,850,30,1193
Porto Alegre,68,2,2,1,2,1,0,400,1800,82,2309
Sao Paulo,265,3,3,0,0,1,0,0,8500,475,9103
Sao Paulo,96,2,1,0,9,1,1,940,4387,3,5386
Belo Horizonte,241,5,4,3,0,1,0,0,5200,310,5596
Rio de Janeiro,65,2,1,1,8,1,0,610,900,88,1610
Campinas,71,2,1,1,3,1,0,670,1130,114,1929
Sao Paulo,90,1,1,0,1,0,0,200,1550,167,1937
Sao Paulo,90,3,2,0,9,1,0,900,2100,84,3111
Campinas,42,1,1,1,9,1,0,460,1020,42,1535
Porto Alegre,109,3,1,1,5,1,0,500,1400,42,1963
Rio de Janeiro,260,4,1,2,5,1,1,3800,15000,1167,20160
Sao Paulo,154,3,3,2,12,1,1,1042,2000,0,3068
Belo Horizonte,55,1,1,0,0,0,0,0,1020,21,1058
Sao Paulo,49,2,2,1,8,1,0,632,2400,55,3118
Sao Paulo,56,1,1,0,2,1,1,0,8000,280,8382
Campinas,67,2,1,1,2,1,0,500,1230,42,1788
Sao Paulo,160,4,4,0,9,1,1,1300,3175,787,5303
Porto Alegre,118,3,2,1,3,1,0,300,1800,50,2177
Belo Horizonte,47,2,1,1,6,1,0,350,1480,75,1925
Sao Paulo,132,3,4,3,2,0,0,2137,2980,520,5675
Porto Alegre,47,1,1,0,20,1,0,280,755,27,1074
Campinas,60,3,2,1,13,0,0,340,1700,120,2182
Sao Paulo,250,4,5,0,14,1,0,3392,7880,1566,12940
Porto Alegre,400,3,4,5,0,1,1,0,8500,309,8961
Rio de Janeiro,28,1,1,0,4,1,1,484,2200,0,2713
Sao Paulo,300,3,4,2,9,1,1,2000,14000,1084,17260
Sao Paulo,78,2,1,2,9,1,1,0,5900,0,5975
Sao Paulo,56,2,1,0,3,1,0,250,1800,41,2114
Sao Paulo,110,2,2,0,4,1,1,1356,3360,248,5007
Sao Paulo,65,2,2,1,7,1,0,630,1800,25,2478
Belo Horizonte,59,3,1,1,1,1,0,100,1018,63,1195
Sao Paulo,20,1,1,0,1,1,1,602,1800,130,2555
Sao Paulo,65,3,1,1,11,1,0,510,1800,0,2333
Sao Paulo,235,4,4,4,5,1,1,3330,14900,1417,19840
Sao Paulo,137,2,3,2,1,1,0,2800,14000,542,17520
Belo Horizonte,28,1,1,0,0,0,1,550,1100,0,1665
Sao Paulo,50,1,1,1,0,0,0,0,1500,80,1603
Sao Paulo,120,3,1,4,0,1,0,0,3500,234,3787
Sao Paulo,80,2,1,0,0,0,0,0,1576,125,1725
Rio de Janeiro,82,3,1,0,3,0,1,460,2700,50,3245
Sao Paulo,160,3,2,1,0,1,0,0,4700,0,4771
Sao Paulo,51,1,1,0,1,1,1,785,2350,150,3315
Sao Paulo,56,2,1,0,0,1,0,200,1400,0,1610
Sao Paulo,170,3,4,0,14,1,1,2200,4000,800,7051
Sao Paulo,300,4,5,4,19,1,0,3150,3800,1630,8629
Sao Paulo,60,2,1,1,11,1,1,500,3400,23,3967
Rio de Janeiro,50,1,1,1,2,1,0,470,990,19,1492
Sao Paulo,250,5,6,2,0,1,0,0,9000,717,9853
Rio de Janeiro,80,2,2,2,12,1,0,900,935,100,1948
Sao Paulo,20,1,1,0,0,1,1,602,1800,130,2555
Rio de Janeiro,110,2,1,1,6,0,0,1200,3800,250,5299
Belo Horizonte,430,4,5,3,0,1,0,0,6000,0,6099
Belo Horizonte,144,4,3,3,14,0,1,1050,4500,390,6000
Sao Paulo,80,2,1,1,1,1,0,875,24000,0,25180
Campinas,30,1,1,0,5,1,0,280,580,12,880
Sao Paulo,163,2,3,2,18,1,1,1464,8000,470,10040
Belo Horizonte,80,2,2,2,9,1,0,400,2600,113,3148
Sao Paulo,300,5,4,7,0,1,0,0,15000,2292,17520
Belo Horizonte,544,4,3,7,0,1,0,0,3200,250,3503
Belo Horizonte,95,3,2,2,4,0,0,666,1800,134,2624
Porto Alegre,65,2,1,0,1,1,0,355,1030,24,1425
Belo Horizonte,305,4,5,5,26,1,0,5071,14000,2241,21500
Belo Horizonte,103,2,2,2,1,0,0,400,1200,100,1716
Sao Paulo,135,3,2,2,3,1,0,1650,2300,775,4755
Sao Paulo,200,3,4,2,13,1,0,1900,7000,677,9666
Rio de Janeiro,47,2,2,1,12,1,0,500,1000,40,1553
Rio de Janeiro,35,1,1,0,3,1,0,310,700,80,1100
Campinas,44,2,1,1,2,1,0,244,1000,0,1257
Sao Paulo,82,2,1,1,5,1,0,860,3400,0,4304
Sao Paulo,50,1,1,1,0,0,0,0,900,21,935
Belo Horizonte,360,4,3,3,0,1,0,0,3300,171,3526
Porto Alegre,95,3,2,2,2,1,0,350,2500,71,2958
Sao Paulo,83,2,3,2,8,1,0,1555,3200,735,5531
Sao Paulo,60,1,1,1,6,1,0,683,2100,0,2810
Sao Paulo,122,3,2,1,9,1,0,1766,5800,279,7919
Sao Paulo,150,3,4,4,14,1,0,1076,7925,651,9753
Campinas,450,5,4,8,0,1,0,0,3460,400,3913
Porto Alegre,58,2,1,1,4,1,0,350,1000,47,1412
Sao Paulo,380,4,2,4,0,1,0,0,4600,700,5370
Belo Horizonte,430,4,5,3,7,1,0,1945,8000,528,10580
Porto Alegre,280,3,5,2,3,1,1,729,5280,500,6587
Belo Horizonte,580,5,6,5,0,0,0,0,15000,1153,16400
Porto Alegre,98,2,2,0,2,1,0,310,1100,38,1465
Sao Paulo,40,1,1,1,2,0,0,225,1080,65,1384
Rio de Janeiro,50,2,1,1,2,0,1,328,2300,0,2658
Sao Paulo,40,1,1,1,11,1,1,1233,4065,202,5552
Rio de Janeiro,75,4,4,1,9,0,1,700,4500,0,5258
Rio de Janeiro,72,1,1,1,1,1,0,957,3500,239,4742
Sao Paulo,429,5,4,6,0,1,0,0,12750,2312,15250
Sao Paulo,380,4,2,0,0,1,0,0,8000,0,8121
Belo Horizonte,72,3,1,1,3,0,0,300,900,86,1298
Sao Paulo,114,3,3,0,0,1,0,150,2600,171,2961
Sao Paulo,100,3,2,4,0,1,0,0,3880,255,4194
Sao Paulo,120,4,2,2,11,1,0,1630,4000,464,6145
Sao Paulo,100,3,3,2,6,1,0,1250,5500,250,7070
Porto Alegre,170,2,3,2,0,1,0,0,6500,292,6908
Sao Paulo,62,1,2,1,4,1,1,2400,12000,350,14900
Sao Paulo,62,2,2,1,5,1,0,510,2500,158,3200
Sao Paulo,94,2,3,2,18,0,0,1600,4400,325,6381
Rio de Janeiro,144,3,2,1,7,1,1,1500,8200,622,10430
Campinas,68,2,1,2,1,1,0,520,1200,74,1810
Porto Alegre,42,1,1,0,5,0,1,290,2200,66,2589
Porto Alegre,84,3,1,0,3,1,1,70,1460,44,1596
Sao Paulo,165,3,4,4,15,1,0,2000,10000,799,12930
Sao Paulo,50,2,1,1,9,1,0,390,1072,0,1476
Porto Alegre,65,2,1,1,3,0,1,400,1750,100,2276
Campinas,52,1,1,1,8,0,1,1000,2300,50,3380
Sao Paulo,136,3,3,2,12,1,0,738,3400,115,4297
Belo Horizonte,75,2,1,1,3,0,0,200,1100,62,1377
Sao Paulo,212,3,5,3,7,1,0,2300,7000,1084,10470
Sao Paulo,70,2,1,1,1,1,0,580,1400,52,2050
Sao Paulo,57,2,1,1,5,1,1,550,2300,63,2943
Sao Paulo,128,2,3,3,9,1,0,2000,3900,500,6450
Sao Paulo,62,2,2,1,1,0,0,0,2350,0,2380
Sao Paulo,140,3,3,2,0,1,0,0,3800,200,4058
Sao Paulo,55,2,1,1,14,1,0,420,1399,0,1837
Sao Paulo,130,3,2,1,8,1,0,2400,5500,209,8179
Sao Paulo,82,3,2,2,4,0,0,860,2600,209,3702
Sao Paulo,100,3,2,1,5,1,0,1221,1200,38,2475
Sao Paulo,122,2,2,2,10,1,0,1761,3950,640,6402
Porto Alegre,87,2,1,0,2,1,0,300,1300,64,1683
Belo Horizonte,70,2,1,2,4,1,0,290,780,0,1081
Rio de Janeiro,123,3,2,1,1,1,0,2800,3700,237,6785
Porto Alegre,91,3,2,2,3,1,0,400,3390,150,3990
Sao Paulo,50,1,1,0,4,1,0,100,1100,0,1214
Sao Paulo,189,4,3,3,14,1,0,3300,5780,440,9594
Campinas,45,2,1,1,3,1,0,312,850,25,1198
Rio de Janeiro,35,1,1,0,7,1,1,560,1950,50,2586
Sao Paulo,350,5,5,4,8,0,0,3000,7200,1417,11710
Belo Horizonte,73,1,1,0,13,0,0,744,1460,142,2366
Sao Paulo,35,2,1,1,0,1,0,125,2100,0,2257
Sao Paulo,685,4,3,5,11,1,0,3960,13000,3120,20250
Sao Paulo,140,5,2,1,1,1,1,0,3999,200,4250
Sao Paulo,78,3,3,2,10,1,0,639,2800,117,3592
Sao Paulo,200,6,4,2,0,1,0,0,5600,4710,10400
Porto Alegre,102,2,2,1,11,1,1,1900,3000,259,5203
Campinas,48,2,1,1,5,1,0,263,1000,66,1342
Sao Paulo,84,3,2,1,3,0,1,741,2175,185,3129
Sao Paulo,80,2,1,1,0,1,0,30,1300,40,1390
Sao Paulo,391,4,5,2,15,1,0,2900,10000,1999,15030
Sao Paulo,227,4,4,3,7,0,1,2000,15000,750,17940
Sao Paulo,180,3,3,4,27,1,0,1800,6500,859,9242
Belo Horizonte,178,4,4,4,1,1,0,1200,3900,409,5561
Sao Paulo,105,1,1,2,29,0,0,1300,8700,417,10530
Sao Paulo,26,1,1,0,4,1,1,400,4300,60,4815
Sao Paulo,200,2,3,1,10,1,0,1750,4500,0,6308
Belo Horizonte,78,2,2,2,3,1,0,150,1300,100,1568
Sao Paulo,309,4,5,3,0,1,0,0,12000,734,12920
Porto Alegre,66,3,2,1,11,1,0,400,1500,40,1962
Rio de Janeiro,20,1,1,0,11,0,1,0,1650,0,1672
Campinas,35,1,1,1,13,1,0,475,750,32,1267
Sao Paulo,130,2,4,3,2,1,0,1800,6000,667,8544
Sao Paulo,120,3,1,0,1,1,0,0,1210,207,1433
Rio de Janeiro,75,2,2,0,1,0,0,670,2200,59,2958
Sao Paulo,120,3,3,2,23,0,0,1500,7300,400,9293
Rio de Janeiro,65,2,1,1,1,1,1,0,1530,0,1550
Sao Paulo,20,1,1,0,0,1,1,602,1800,130,2555
Sao Paulo,62,3,1,2,1,1,0,750,1400,156,2324
Sao Paulo,129,3,4,2,8,1,0,1800,3000,600,5439
Sao Paulo,70,2,2,4,0,1,0,0,3000,190,3236
Rio de Janeiro,38,1,1,0,12,0,0,600,1700,82,2404
Porto Alegre,120,3,3,3,7,1,0,800,5000,0,5874
Sao Paulo,180,2,3,2,0,1,0,0,3150,301,3499
Sao Paulo,82,1,1,2,1,1,0,1650,8000,267,10020
Belo Horizonte,58,2,2,2,7,1,0,304,1400,100,1823
Sao Paulo,52,2,1,1,3,0,0,450,2400,78,2959
Sao Paulo,67,2,1,0,3,1,0,385,1300,56,1758
Belo Horizonte,100,3,1,1,2,1,0,0,2900,301,3240
Sao Paulo,570,4,5,4,14,1,0,3800,10870,2016,16820
Sao Paulo,54,2,1,1,1,1,0,280,2200,0,2508
Campinas,150,4,2,0,0,1,0,0,2500,184,2722
Sao Paulo,32,1,1,1,11,1,1,652,3870,42,4614
Sao Paulo,127,3,2,2,1,1,0,0,5000,250,5326
Porto Alegre,58,2,1,1,0,1,0,170,800,24,1006
Sao Paulo,230,3,2,2,0,1,1,0,4590,309,4968
Sao Paulo,60,1,1,0,0,0,0,0,1600,192,1817
Porto Alegre,60,1,1,0,2,0,1,100,1170,0,1288
Sao Paulo,245,3,5,4,13,1,1,2450,11500,1584,15680
Sao Paulo,180,3,2,2,2,1,0,2500,7000,1200,10790
Porto Alegre,42,1,1,1,2,1,0,280,900,19,1213
Porto Alegre,41,1,1,0,5,1,1,300,1090,84,1490
Belo Horizonte,800,4,4,3,0,1,0,0,8000,834,8966
Belo Horizonte,700,7,6,5,0,1,0,0,15000,1161,16410
Sao Paulo,140,3,3,2,0,1,0,0,2300,0,2335
Porto Alegre,222,4,3,2,13,1,0,2300,4000,200,6559
Porto Alegre,122,3,3,2,2,1,0,600,2500,149,3286
Rio de Janeiro,62,1,1,0,7,0,1,943,2700,156,3834
Sao Paulo,107,2,2,0,6,0,0,799,3150,0,3989
Belo Horizonte,59,2,2,0,2,0,1,510,1400,112,2041
Rio de Janeiro,40,1,1,0,4,1,1,510,1360,1,1889
Campinas,72,3,1,1,1,1,1,470,1075,49,1608
Belo Horizonte,400,4,6,4,15,1,0,1840,6000,668,8588
Sao Paulo,84,2,3,2,25,1,1,634,6900,165,7787
Belo Horizonte,80,3,2,2,11,1,0,700,1800,167,2691
Sao Paulo,90,2,2,0,0,1,0,0,1750,0,1777
Belo Horizonte,413,4,4,0,1,1,0,2314,7900,692,11010
Sao Paulo,120,4,4,1,0,1,0,0,4500,67,4635
Belo Horizonte,66,2,1,1,3,1,0,200,1000,25,1239
Rio de Janeiro,140,3,2,1,22,0,0,732,3000,305,4076
Belo Horizonte,190,4,2,2,4,1,0,970,3500,287,4804
Sao Paulo,325,5,5,4,0,1,0,0,6000,420,6511
Rio de Janeiro,60,2,2,0,15,1,1,1640,2300,205,4175
Sao Paulo,310,4,4,3,0,1,0,0,7000,675,7781
Sao Paulo,100,2,2,2,6,1,1,1700,6500,42,8325
Campinas,120,2,1,0,3,1,0,830,1100,95,2039
Belo Horizonte,52,2,1,1,4,0,0,180,730,0,920
Sao Paulo,52,2,1,1,17,1,0,540,1100,45,1699
Campinas,115,3,3,1,5,1,0,1035,1900,30,2990
Rio de Janeiro,47,1,1,1,5,1,0,390,1000,0,1403
Sao Paulo,66,2,1,1,8,0,0,530,1780,0,2333
Sao Paulo,100,2,1,2,0,1,0,0,1650,0,1675
Porto Alegre,55,2,1,1,2,1,0,300,1319,75,1714
Sao Paulo,200,3,4,3,20,0,1,2450,12000,1261,15860
Campinas,51,2,1,1,1,0,0,390,800,50,1251
Sao Paulo,140,3,3,2,6,1,0,2420,2580,1000,6033
Belo Horizonte,200,4,4,3,4,1,0,1200,4200,580,6036
Porto Alegre,30,2,2,1,1,1,0,250,1275,50,1594
Belo Horizonte,87,3,2,2,11,1,0,700,3500,125,4372
Porto Alegre,100,3,2,1,6,1,0,1374,1800,211,3412
Sao Paulo,48,1,1,1,8,0,0,415,2000,0,2423
Rio de Janeiro,40,1,1,1,20,0,0,800,1160,91,2066
Porto Alegre,78,2,2,1,4,1,0,700,2300,105,3139
